  Copyright © 1991-2002 by Bjørn Stabell, Ken Ronny Schouten, Bert Gijsbers & Dick Balaska.
  XPilot 4.5.5 comes with ABSOLUTELY NO WARRANTY; for details see the
  provided LICENSE file.

Using pixmap copying
Searching for a "xpilots" server on the local net...
*** Connected to optimus.csl.cornell.edu
... queued at position  1
*** Login allowed.
time 0 = 80410 us
time 1 = 67252 us
time 2 = 71063 us
time 3 = 71481 us
time 4 = 71210 us
time 5 = 71427 us
time 6 = 13395 us
time 7 = 58054 us
time 8 = 54692 us
time 9 = 16727 us
time 10 = 71414 us
time 11 = 71387 us
time 12 = 71392 us
time 13 = 71447 us
time 14 = 71393 us
time 15 = 71425 us
time 16 = 71445 us
time 17 = 71401 us
time 18 = 67809 us
time 19 = 71239 us
time 20 = 2473 us
time 21 = 69143 us
time 22 = 65370 us
time 23 = 5937 us
time 24 = 71351 us
time 25 = 71407 us
time 26 = 71443 us
time 27 = 59986 us
time 28 = 11504 us
time 29 = 71050 us
time 30 = 37128 us
time 31 = 34331 us
time 32 = 21817 us
time 33 = 49951 us
time 34 = 30916 us
time 35 = 40326 us
time 36 = 22540 us
time 37 = 48773 us
time 38 = 47385 us
time 39 = 24073 us
time 40 = 71373 us
time 41 = 71422 us
time 42 = 71419 us
time 43 = 71418 us
time 44 = 71430 us
time 45 = 18976 us
time 46 = 52441 us
time 47 = 71449 us
time 48 = 71398 us
time 49 = 71407 us
time 50 = 53258 us
time 51 = 18313 us
time 52 = 71405 us
time 53 = 71348 us
time 54 = 71420 us
time 55 = 71457 us
time 56 = 31707 us
time 57 = 24002 us
time 58 = 15687 us
time 59 = 71411 us
time 60 = 71421 us
time 61 = 71438 us
time 62 = 71413 us
time 63 = 71432 us
time 64 = 71490 us
time 65 = 71370 us
time 66 = 71417 us
time 67 = 71422 us
time 68 = 71698 us
time 69 = 71217 us
time 70 = 71416 us
time 71 = 71409 us
time 72 = 71408 us
time 73 = 71423 us
time 74 = 71400 us
time 75 = 71437 us
time 76 = 71423 us
time 77 = 71410 us
time 78 = 71437 us
time 79 = 71422 us
time 80 = 71413 us
time 81 = 71419 us
time 82 = 71434 us
time 83 = 71426 us
time 84 = 71458 us
time 85 = 71412 us
time 86 = 71433 us
time 87 = 71425 us
time 88 = 71432 us
time 89 = 71428 us
time 90 = 71422 us
time 91 = 71448 us
time 92 = 71424 us
time 93 = 71419 us
time 94 = 71416 us
time 95 = 71409 us
time 96 = 71727 us
time 97 = 71250 us
time 98 = 71418 us
time 99 = 71427 us
time 100 = 39949 us
time 101 = 31462 us
time 102 = 71395 us
time 103 = 71429 us
time 104 = 71516 us
time 105 = 71356 us
time 106 = 71437 us
time 107 = 71420 us
time 108 = 71414 us
time 109 = 71434 us
time 110 = 71418 us
