  Copyright © 1991-2002 by Bjørn Stabell, Ken Ronny Schouten, Bert Gijsbers & Dick Balaska.
  XPilot 4.5.5 comes with ABSOLUTELY NO WARRANTY; for details see the
  provided LICENSE file.

Using pixmap copying
Searching for a "xpilots" server on the local net...
*** Connected to optimus.csl.cornell.edu
... queued at position  1
*** Login allowed.
time 0 = 79845 us
time 1 = 67588 us
time 2 = 71234 us
time 3 = 71324 us
time 4 = 71371 us
time 5 = 71454 us
time 6 = 71364 us
time 7 = 71417 us
time 8 = 71595 us
time 9 = 71434 us
time 10 = 71329 us
time 11 = 71435 us
time 12 = 71428 us
time 13 = 71389 us
time 14 = 71443 us
time 15 = 18048 us
time 16 = 37849 us
time 17 = 16153 us
time 18 = 67207 us
time 19 = 21677 us
time 20 = 49696 us
time 21 = 4892 us
time 22 = 65138 us
time 23 = 1412 us
time 24 = 71333 us
time 25 = 30329 us
time 26 = 41107 us
time 27 = 71381 us
time 28 = 71410 us
time 29 = 71421 us
time 30 = 71041 us
time 31 = 17850 us
time 32 = 53640 us
time 33 = 71771 us
time 34 = 18674 us
time 35 = 52522 us
time 36 = 71395 us
time 37 = 71373 us
time 38 = 71437 us
time 39 = 44949 us
time 40 = 24003 us
time 41 = 2909 us
time 42 = 70947 us
time 43 = 21860 us
time 44 = 24352 us
time 45 = 25231 us
time 46 = 71371 us
time 47 = 71423 us
time 48 = 7932 us
time 49 = 63552 us
time 50 = 71373 us
time 51 = 71420 us
time 52 = 71451 us
time 53 = 57935 us
time 54 = 13515 us
time 55 = 71383 us
time 56 = 71422 us
time 57 = 71443 us
time 58 = 71403 us
time 59 = 71414 us
time 60 = 71428 us
time 61 = 46212 us
time 62 = 25216 us
time 63 = 71418 us
time 64 = 71422 us
time 65 = 71414 us
time 66 = 219 us
time 67 = 71190 us
time 68 = 71417 us
time 69 = 71428 us
time 70 = 71752 us
time 71 = 66446 us
time 72 = 4713 us
time 73 = 71412 us
time 74 = 71416 us
time 75 = 71420 us
time 76 = 71431 us
time 77 = 69296 us
time 78 = 2110 us
time 79 = 71420 us
time 80 = 71438 us
time 81 = 71413 us
time 82 = 71442 us
time 83 = 40450 us
time 84 = 30974 us
time 85 = 64735 us
time 86 = 6687 us
time 87 = 71420 us
time 88 = 71426 us
time 89 = 50712 us
time 90 = 20703 us
time 91 = 71417 us
time 92 = 27892 us
time 93 = 43534 us
time 94 = 71422 us
time 95 = 28760 us
time 96 = 42659 us
time 97 = 71418 us
time 98 = 71425 us
time 99 = 71428 us
time 100 = 71439 us
time 101 = 71434 us
time 102 = 71418 us
time 103 = 49042 us
time 104 = 22386 us
time 105 = 71417 us
time 106 = 71703 us
time 107 = 10206 us
time 108 = 61041 us
time 109 = 71471 us
time 110 = 71357 us
time 111 = 71417 us
time 112 = 71423 us
time 113 = 71419 us
time 114 = 71424 us
time 115 = 71415 us
time 116 = 71443 us
time 117 = 7832 us
time 118 = 63607 us
time 119 = 71420 us
time 120 = 24673 us
time 121 = 24264 us
time 122 = 15720 us
time 123 = 6923 us
time 124 = 71275 us
time 125 = 71424 us
time 126 = 71415 us
time 127 = 59255 us
time 128 = 12193 us
time 129 = 71409 us
time 130 = 60099 us
time 131 = 11318 us
time 132 = 71433 us
time 133 = 71424 us
time 134 = 71441 us
time 135 = 71567 us
time 136 = 71269 us
time 137 = 71410 us
time 138 = 71426 us
time 139 = 71431 us
time 140 = 71481 us
time 141 = 71643 us
time 142 = 66140 us
time 143 = 5100 us
time 144 = 71421 us
time 145 = 71383 us
time 146 = 28340 us
time 147 = 43093 us
time 148 = 52619 us
time 149 = 18825 us
time 150 = 45499 us
time 151 = 26035 us
time 152 = 53726 us
time 153 = 17635 us
time 154 = 62661 us
time 155 = 8755 us
time 156 = 71363 us
time 157 = 71423 us
time 158 = 71413 us
time 159 = 71433 us
time 160 = 9271 us
time 161 = 62211 us
time 162 = 2036 us
time 163 = 23911 us
time 164 = 45520 us
time 165 = 50305 us
time 166 = 21130 us
time 167 = 18795 us
time 168 = 52578 us
time 169 = 71405 us
time 170 = 71391 us
time 171 = 36950 us
time 172 = 34510 us
time 173 = 61490 us
time 174 = 9953 us
time 175 = 71372 us
time 176 = 30660 us
time 177 = 40778 us
time 178 = 71396 us
time 179 = 71396 us
time 180 = 71422 us
time 181 = 71420 us
time 182 = 57264 us
time 183 = 14157 us
time 184 = 71431 us
time 185 = 71417 us
time 186 = 71417 us
time 187 = 71419 us
time 188 = 71429 us
time 189 = 28969 us
time 190 = 42459 us
time 191 = 71389 us
time 192 = 71420 us
time 193 = 71417 us
time 194 = 71430 us
time 195 = 72508 us
