  Copyright © 1991-2002 by Bjørn Stabell, Ken Ronny Schouten, Bert Gijsbers & Dick Balaska.
  XPilot 4.5.5 comes with ABSOLUTELY NO WARRANTY; for details see the
  provided LICENSE file.

Using pixmap copying
Searching for a "xpilots" server on the local net...
*** Connected to optimus.csl.cornell.edu
... queued at position  1
*** Login allowed.
time 0 = 80203 us
time 1 = 67204 us
time 2 = 71336 us
time 3 = 71413 us
time 4 = 4610 us
time 5 = 66738 us
time 6 = 45912 us
time 7 = 25445 us
time 8 = 71335 us
time 9 = 71354 us
time 10 = 71593 us
time 11 = 71407 us
time 12 = 71317 us
time 13 = 71423 us
time 14 = 71438 us
time 15 = 71616 us
time 16 = 71377 us
time 17 = 71327 us
time 18 = 69049 us
time 19 = 70141 us
time 20 = 47436 us
time 21 = 23906 us
time 22 = 71370 us
time 23 = 24507 us
time 24 = 46921 us
time 25 = 71409 us
time 26 = 17365 us
time 27 = 54041 us
time 28 = 71440 us
time 29 = 71055 us
time 30 = 71434 us
time 31 = 5201 us
time 32 = 66639 us
time 33 = 69161 us
time 34 = 2135 us
time 35 = 71239 us
time 36 = 71365 us
time 37 = 14573 us
time 38 = 16625 us
time 39 = 40304 us
time 40 = 62735 us
time 41 = 8622 us
time 42 = 7603 us
time 43 = 63944 us
time 44 = 71297 us
time 45 = 71412 us
time 46 = 71428 us
time 47 = 71414 us
time 48 = 71425 us
time 49 = 19152 us
time 50 = 24688 us
time 51 = 27647 us
time 52 = 71378 us
time 53 = 19952 us
time 54 = 16612 us
time 55 = 34912 us
time 56 = 53272 us
time 57 = 18205 us
time 58 = 71392 us
time 59 = 5661 us
time 60 = 24202 us
time 61 = 41544 us
time 62 = 54658 us
time 63 = 16821 us
time 64 = 71378 us
time 65 = 15329 us
time 66 = 40266 us
time 67 = 15847 us
time 68 = 71420 us
time 69 = 71384 us
time 70 = 33393 us
time 71 = 23920 us
time 72 = 14128 us
time 73 = 65669 us
time 74 = 5793 us
time 75 = 71365 us
time 76 = 42770 us
time 77 = 28649 us
time 78 = 71417 us
time 79 = 71687 us
time 80 = 71239 us
time 81 = 71431 us
time 82 = 71430 us
time 83 = 71384 us
time 84 = 71384 us
time 85 = 71410 us
time 86 = 71431 us
time 87 = 24796 us
time 88 = 46632 us
time 89 = 71401 us
time 90 = 65638 us
time 91 = 5796 us
time 92 = 71409 us
time 93 = 11819 us
time 94 = 59689 us
time 95 = 43382 us
time 96 = 28014 us
time 97 = 60223 us
time 98 = 11245 us
time 99 = 45017 us
time 100 = 26424 us
time 101 = 61285 us
time 102 = 10154 us
time 103 = 53759 us
time 104 = 17658 us
time 105 = 71386 us
time 106 = 23136 us
time 107 = 48355 us
time 108 = 31290 us
time 109 = 40164 us
time 110 = 71340 us
time 111 = 71424 us
time 112 = 71409 us
time 113 = 9902 us
time 114 = 61552 us
time 115 = 18191 us
time 116 = 53270 us
time 117 = 18977 us
time 118 = 52449 us
time 119 = 11288 us
time 120 = 60128 us
time 121 = 71588 us
time 122 = 71282 us
time 123 = 71402 us
time 124 = 71422 us
time 125 = 71401 us
time 126 = 71420 us
time 127 = 71418 us
time 128 = 71434 us
time 129 = 71353 us
time 130 = 71419 us
time 131 = 71430 us
time 132 = 71421 us
time 133 = 71433 us
time 134 = 71418 us
time 135 = 71441 us
time 136 = 71409 us
time 137 = 71421 us
time 138 = 71490 us
time 139 = 22414 us
time 140 = 48965 us
time 141 = 71415 us
time 142 = 71509 us
time 143 = 7799 us
time 144 = 63571 us
time 145 = 24651 us
time 146 = 46772 us
time 147 = 71423 us
time 148 = 25566 us
time 149 = 16224 us
time 150 = 29633 us
time 151 = 71418 us
time 152 = 71451 us
time 153 = 71418 us
time 154 = 71744 us
time 155 = 71186 us
time 156 = 13987 us
time 157 = 22944 us
time 158 = 34513 us
time 159 = 71358 us
time 160 = 30911 us
time 161 = 40562 us
time 162 = 71379 us
time 163 = 8186 us
time 164 = 63291 us
time 165 = 16404 us
time 166 = 55016 us
time 167 = 71357 us
time 168 = 65186 us
time 169 = 6258 us
time 170 = 71400 us
time 171 = 71425 us
time 172 = 50653 us
time 173 = 20764 us
time 174 = 71420 us
time 175 = 71434 us
time 176 = 71421 us
time 177 = 71432 us
time 178 = 71413 us
time 179 = 71417 us
time 180 = 71428 us
time 181 = 71427 us
time 182 = 71433 us
time 183 = 71420 us
time 184 = 71424 us
time 185 = 34612 us
time 186 = 36905 us
time 187 = 71396 us
time 188 = 10913 us
time 189 = 60543 us
time 190 = 59432 us
time 191 = 11925 us
time 192 = 71421 us
time 193 = 71429 us
time 194 = 71401 us
time 195 = 13515 us
time 196 = 57909 us
time 197 = 71424 us
time 198 = 71446 us
time 199 = 71416 us
time 200 = 71424 us
time 201 = 71431 us
time 202 = 71412 us
time 203 = 65769 us
time 204 = 5665 us
time 205 = 71475 us
time 206 = 71372 us
time 207 = 71420 us
time 208 = 71436 us
time 209 = 71409 us
time 210 = 20972 us
time 211 = 50447 us
time 212 = 6031 us
time 213 = 65513 us
time 214 = 38680 us
time 215 = 32691 us
time 216 = 71366 us
time 217 = 72527 us
time 218 = 70377 us
time 219 = 24426 us
time 220 = 46998 us
time 221 = 17708 us
time 222 = 53723 us
time 223 = 25769 us
time 224 = 23777 us
time 225 = 21918 us
time 226 = 18370 us
time 227 = 53085 us
time 228 = 43113 us
time 229 = 23423 us
time 230 = 4839 us
time 231 = 51447 us
time 232 = 19946 us
time 233 = 71402 us
time 234 = 71455 us
time 235 = 20894 us
time 236 = 50497 us
time 237 = 71421 us
time 238 = 30336 us
time 239 = 41084 us
time 240 = 71422 us
time 241 = 71428 us
time 242 = 71424 us
time 243 = 71419 us
time 244 = 71424 us
time 245 = 17521 us
time 246 = 53856 us
time 247 = 71419 us
time 248 = 71428 us
time 249 = 71433 us
time 250 = 71442 us
time 251 = 71424 us
time 252 = 71426 us
time 253 = 71425 us
time 254 = 46414 us
time 255 = 25027 us
time 256 = 71421 us
time 257 = 71449 us
time 258 = 71402 us
time 259 = 16849 us
time 260 = 54676 us
time 261 = 71342 us
time 262 = 71425 us
time 263 = 71425 us
time 264 = 71428 us
time 265 = 59260 us
time 266 = 12175 us
time 267 = 71424 us
time 268 = 20577 us
time 269 = 50916 us
time 270 = 71359 us
time 271 = 71411 us
time 272 = 14369 us
